,overall_qual,year_built,year_remod/add,mas_vnr_area,neighborhood,total_bsmt_sf,totrms_abvgrd,gr_liv_area,full_bath,garage_area,kitchen_qual,saleprice
807,4,85,60,0.0,1,572.0,4,572,1,200.0,3,75000
808,7,5,4,204.0,3,1546.0,7,1546,2,796.0,4,217000
809,7,2,2,60.0,5,1336.0,6,1346,2,660.0,4,220000
810,6,38,38,288.0,3,732.0,8,1790,1,484.0,3,165150
811,6,32,32,0.0,3,940.0,5,1026,1,576.0,3,147000
812,7,14,14,196.0,3,1504.0,6,1504,2,478.0,4,203000
813,5,51,51,0.0,3,1398.0,6,1700,1,447.0,4,165500
814,3,96,60,0.0,1,864.0,5,864,1,0.0,3,67000
815,6,46,17,340.0,3,822.0,7,1851,2,440.0,4,187000
816,6,10,10,513.0,5,756.0,4,1512,2,440.0,4,180000
817,6,89,5,0.0,3,651.0,8,1298,2,240.0,3,146500
818,7,10,10,0.0,3,1673.0,7,1673,2,583.0,4,270000
819,6,18,18,0.0,3,936.0,5,996,1,564.0,4,147000
820,6,62,6,0.0,3,816.0,5,1224,1,280.0,3,132000
821,4,90,60,0.0,1,840.0,6,1374,1,338.0,3,105000
822,5,98,10,0.0,3,780.0,9,1716,2,0.0,2,135900
823,8,7,7,603.0,5,1650.0,12,3279,3,841.0,5,538000
824,7,4,4,0.0,3,1143.0,5,1143,1,0.0,4,147000
825,9,4,3,300.0,5,1652.0,6,1652,2,840.0,5,325000
826,5,63,17,0.0,3,1046.0,6,1054,1,240.0,3,124000
827,5,45,45,114.0,3,935.0,5,935,1,288.0,3,137000
828,4,95,60,0.0,1,1313.0,8,2377,2,528.0,4,142900
829,5,62,5,0.0,1,924.0,6,1122,1,528.0,4,147000
830,5,40,40,0.0,3,1180.0,6,1180,1,477.0,3,128000
831,7,94,60,0.0,1,815.0,7,1690,1,225.0,3,144000
832,8,4,4,178.0,5,1370.0,6,1370,2,484.0,4,205000
833,5,46,11,0.0,1,1486.0,7,1486,1,480.0,3,167000
834,5,69,60,0.0,1,676.0,5,1131,1,200.0,3,66500
835,8,17,17,420.0,5,1286.0,8,2799,2,704.0,4,315000
836,7,4,4,0.0,3,728.0,8,1456,2,440.0,4,155835
837,8,15,14,0.0,5,1587.0,6,1734,2,528.0,4,239500
838,9,4,4,122.0,5,1504.0,6,1531,2,700.0,5,300000
839,8,8,8,886.0,5,1922.0,6,1922,2,692.0,4,282000
840,5,50,50,69.0,3,1144.0,6,1144,1,336.0,3,120000
841,7,56,5,0.0,5,1385.0,5,1363,1,439.0,3,241500
842,9,2,2,492.0,5,1858.0,7,1866,2,870.0,5,336860
843,3,88,60,0.0,1,1007.0,6,1077,1,210.0,3,91000
844,8,4,3,0.0,5,1550.0,5,1550,2,528.0,4,207500
845,7,6,5,174.0,3,1594.0,5,1646,2,482.0,5,250000
846,7,5,4,16.0,3,1248.0,5,1248,2,438.0,4,167240
847,7,6,5,0.0,5,1235.0,5,1245,2,495.0,4,178000
848,6,47,47,203.0,3,1052.0,6,1052,1,311.0,3,127000
849,6,43,43,120.0,3,1829.0,8,1829,2,535.0,3,218500
850,4,54,54,0.0,3,952.0,4,952,1,283.0,3,135750
851,7,7,1,506.0,3,1480.0,7,1480,2,620.0,4,214000
852,8,5,4,366.0,3,1844.0,7,1844,2,620.0,4,257000
853,6,73,10,0.0,1,825.0,5,1497,2,672.0,3,157000
854,5,68,60,0.0,1,976.0,5,976,1,215.0,3,102000
855,5,89,4,0.0,3,876.0,5,964,1,432.0,3,163500
856,7,11,11,183.0,3,1490.0,6,1501,2,577.0,4,204000
857,5,54,54,259.0,1,1150.0,7,1560,1,313.0,3,103500
858,6,96,15,0.0,3,1440.0,14,3395,2,0.0,2,200000
859,5,52,52,0.0,3,864.0,6,864,1,399.0,3,118000
860,7,10,10,244.0,3,1525.0,6,1525,2,541.0,4,235000
861,5,48,48,120.0,3,1106.0,6,1190,1,540.0,3,132500
862,8,4,4,0.0,5,1302.0,7,1830,2,859.0,4,221300
863,7,6,6,210.0,3,1500.0,6,1500,2,570.0,4,190000
864,7,8,8,199.0,3,826.0,6,1762,2,591.0,4,222000
865,7,51,8,0.0,3,1902.0,7,1902,2,567.0,5,335000
866,8,2,2,294.0,5,1614.0,7,1658,2,726.0,4,257500
867,9,2,2,284.0,5,1498.0,6,1506,2,592.0,5,264132
868,5,43,6,89.0,3,864.0,5,899,1,288.0,4,130000
869,5,80,28,0.0,1,297.0,7,1654,2,336.0,3,137000
870,5,80,15,0.0,1,520.0,5,912,1,360.0,3,99500
871,5,32,32,0.0,3,1319.0,5,1373,1,591.0,3,160250
872,7,6,6,50.0,1,970.0,7,1709,2,380.0,4,130000
873,5,88,60,0.0,1,816.0,5,816,1,100.0,3,75200
874,6,17,14,0.0,3,384.0,5,1091,1,429.0,3,131250
875,6,50,17,276.0,3,1081.0,5,1081,1,401.0,3,148000
876,5,45,45,0.0,3,1024.0,5,1020,2,288.0,3,124100
877,7,49,3,210.0,3,944.0,6,999,1,588.0,5,178400
878,4,33,33,0.0,1,1440.0,8,1440,2,0.0,3,150000
879,7,12,11,290.0,3,853.0,7,1753,2,534.0,3,217000
880,8,5,4,192.0,5,1100.0,8,1964,2,760.0,4,252000
881,7,4,4,0.0,3,1141.0,6,1141,1,484.0,4,152000
882,7,81,9,0.0,1,832.0,5,854,1,576.0,3,132000
883,6,65,60,0.0,1,770.0,5,1182,1,378.0,3,120000
884,9,5,4,385.0,5,1606.0,8,2091,2,521.0,5,338500
885,4,90,16,0.0,3,576.0,4,985,1,676.0,3,105000
886,7,14,13,0.0,3,729.0,6,1446,2,406.0,3,175000
887,7,33,33,299.0,5,1160.0,8,2022,2,505.0,3,192000
888,7,6,5,0.0,3,847.0,8,1948,2,434.0,4,195000
889,8,2,2,0.0,5,768.0,6,1590,2,676.0,4,210000
890,7,7,7,16.0,3,847.0,8,1948,2,434.0,4,211000
891,4,74,60,0.0,1,672.0,6,1324,1,240.0,3,128000
892,6,46,46,272.0,3,1425.0,7,1425,2,576.0,3,180500
893,5,110,60,0.0,1,662.0,10,2337,2,560.0,3,90000
894,5,70,14,0.0,3,822.0,4,908,1,512.0,3,138500
895,7,4,4,0.0,3,738.0,8,1492,2,440.0,4,169985
896,5,49,49,0.0,3,1150.0,6,1150,1,288.0,3,146000
897,7,17,17,0.0,3,1080.0,9,2097,2,678.0,4,228000
898,5,51,51,0.0,3,1256.0,6,1256,1,311.0,4,159000
899,8,4,4,0.0,5,1095.0,8,1939,2,1053.0,4,266000
900,5,86,60,145.0,1,816.0,7,1566,1,450.0,4,139000
901,4,55,55,0.0,1,784.0,4,784,1,0.0,3,91900
902,8,4,4,132.0,3,1489.0,7,1500,2,674.0,4,212999
903,9,6,5,378.0,5,1833.0,8,1850,2,772.0,4,326000
904,6,6,6,0.0,3,789.0,8,1515,2,393.0,4,179000
905,8,4,3,258.0,5,1518.0,8,1537,2,788.0,4,294000
906,6,38,38,425.0,1,483.0,5,987,1,288.0,3,97000
907,7,4,4,0.0,3,1391.0,7,1962,2,868.0,4,239799
908,5,49,20,0.0,3,1251.0,7,1433,1,441.0,3,161000
909,6,7,7,170.0,3,848.0,3,848,1,420.0,4,136500
910,6,38,3,510.0,1,483.0,5,987,1,264.0,4,118000
911,4,28,4,0.0,3,845.0,4,845,1,360.0,3,129500
912,7,85,3,0.0,1,952.0,5,1548,2,672.0,5,205000
913,6,53,35,0.0,3,2035.0,9,2515,3,484.0,3,200624
914,8,4,3,302.0,5,1694.0,7,1694,2,856.0,4,322400
915,8,3,3,180.0,3,1578.0,7,1602,2,810.0,4,293200
916,9,5,5,616.0,5,1684.0,6,1684,2,564.0,5,266000
917,6,32,32,92.0,3,918.0,7,1683,2,440.0,3,172500
918,5,120,14,0.0,1,1088.0,7,1869,1,456.0,3,124900
919,6,87,60,0.0,1,1022.0,6,1432,1,216.0,4,149000
920,7,6,6,98.0,3,1414.0,6,1414,2,494.0,4,185500
921,8,8,8,0.0,3,1348.0,5,1358,1,418.0,4,220000
922,8,3,3,140.0,5,1496.0,7,1496,2,474.0,4,225000
923,6,60,60,0.0,3,932.0,4,932,1,306.0,4,124000
924,3,60,60,0.0,3,0.0,6,1040,2,400.0,3,92900
925,5,85,60,0.0,1,1072.0,5,1072,1,1184.0,3,126500
926,4,38,38,0.0,3,864.0,5,864,1,576.0,3,111250
927,8,10,10,72.0,5,969.0,8,2285,2,648.0,4,248000
928,5,47,47,0.0,3,1117.0,6,1117,1,264.0,3,136870
929,6,7,7,170.0,3,848.0,4,848,1,420.0,4,133000
930,5,54,54,120.0,3,1048.0,6,1048,1,286.0,3,135000
931,4,41,41,72.0,3,936.0,4,936,1,288.0,3,111900
932,5,48,30,0.0,3,931.0,6,1283,1,506.0,3,140000
933,4,51,51,0.0,5,0.0,7,1588,2,680.0,3,134432
934,10,4,3,250.0,5,1742.0,8,2042,2,724.0,5,455000
935,8,16,16,391.0,5,1165.0,8,2526,2,844.0,4,290000
936,7,11,11,0.0,3,988.0,7,1873,2,597.0,4,235500
937,6,110,6,0.0,1,780.0,7,1416,1,400.0,4,156500
938,6,10,10,0.0,3,953.0,7,1664,2,460.0,3,172400
939,7,3,2,0.0,5,1428.0,6,1428,2,480.0,4,182000
940,9,5,4,430.0,5,1792.0,6,1792,2,925.0,4,372397
941,6,15,8,190.0,3,1077.0,9,2814,2,614.0,4,260000
942,5,91,60,0.0,1,610.0,4,819,1,0.0,4,72000
943,3,95,60,0.0,1,536.0,8,1344,2,0.0,3,82375
944,6,38,38,333.0,3,689.0,7,2119,2,583.0,3,158000
945,5,62,9,0.0,1,672.0,6,1285,1,240.0,3,127000
946,7,23,23,177.0,3,1433.0,4,1433,1,528.0,4,270000
947,8,27,1,0.0,3,1496.0,5,2132,1,612.0,4,316600
948,6,51,4,84.0,1,1019.0,5,1357,1,312.0,5,177000
949,7,20,19,234.0,3,2158.0,7,2196,2,701.0,4,271900
950,5,34,34,0.0,1,264.0,4,1304,1,336.0,3,115000
951,8,138,23,0.0,1,684.0,8,2358,2,0.0,3,122000
952,8,24,24,0.0,3,279.0,6,2726,2,691.0,4,315000
953,7,4,4,0.0,3,939.0,8,1797,2,639.0,4,213500
954,5,60,60,0.0,3,0.0,5,1040,1,625.0,3,109500
955,5,62,60,0.0,1,789.0,5,789,1,250.0,3,115000
956,7,6,6,0.0,5,1143.0,5,1143,1,588.0,4,176400
957,6,42,42,0.0,3,1489.0,7,1489,2,462.0,4,185750
958,8,11,10,320.0,3,1004.0,7,1852,2,660.0,4,230000
959,4,52,52,0.0,1,960.0,5,960,1,0.0,3,90000
960,5,40,40,0.0,3,768.0,5,768,1,624.0,3,129500
961,6,54,16,0.0,3,1124.0,6,1124,1,353.0,3,153000
962,6,1,1,76.0,5,612.0,4,1224,2,528.0,4,173733
963,6,4,3,0.0,3,1100.0,6,1100,1,0.0,3,146000
964,6,61,60,340.0,3,782.0,6,1556,2,470.0,3,172500
965,6,34,34,0.0,5,1262.0,6,1262,2,460.0,3,181500
966,7,14,14,0.0,3,799.0,6,1661,2,550.0,4,212000
967,7,32,32,68.0,3,945.0,8,1857,2,482.0,3,188900
968,3,64,60,0.0,1,666.0,4,666,1,0.0,4,64500
969,6,32,18,288.0,5,1117.0,8,1981,2,522.0,4,230000
970,5,85,60,0.0,1,901.0,7,1351,1,576.0,3,122000
971,5,54,54,0.0,3,1005.0,6,1005,1,319.0,3,133500
972,6,90,60,0.0,1,1510.0,8,2792,2,520.0,3,256000
973,5,34,34,0.0,1,550.0,6,1475,2,336.0,3,129500
974,8,7,7,320.0,3,1978.0,8,1978,2,850.0,4,318000
975,8,4,4,383.0,5,1598.0,6,1606,2,871.0,4,255900
976,6,6,6,0.0,3,1158.0,5,1158,1,0.0,4,143500
977,8,5,4,240.0,5,1822.0,8,1822,2,678.0,5,259000
978,6,57,57,184.0,3,1809.0,7,2259,2,450.0,4,217000
979,6,87,60,0.0,1,1065.0,6,1635,1,440.0,3,210000
980,5,40,40,76.0,3,1002.0,5,1002,1,902.0,3,148500
981,6,4,3,0.0,3,616.0,6,1412,2,432.0,4,156932
982,5,45,45,0.0,3,1728.0,10,1728,2,576.0,3,145000
983,7,3,3,0.0,3,1282.0,6,1290,2,662.0,4,200000
984,10,5,4,400.0,5,1994.0,7,2046,2,878.0,5,450000
985,6,11,11,894.0,5,729.0,6,1471,2,440.0,3,172500
986,6,36,13,0.0,3,1522.0,9,2614,2,624.0,3,240000
987,8,6,5,0.0,5,1580.0,8,2466,3,610.0,4,340000
988,8,3,3,0.0,5,1466.0,7,1466,2,610.0,4,201000
989,5,35,35,0.0,3,969.0,5,969,1,440.0,3,122000
990,7,32,25,67.0,3,1529.0,7,1664,2,663.0,4,213000
991,6,43,43,0.0,3,1680.0,5,1691,1,550.0,3,175000
992,7,3,3,108.0,3,1208.0,6,1208,2,628.0,4,195400
993,5,43,43,172.0,3,1052.0,6,1052,1,668.0,3,113500
994,6,71,60,0.0,1,972.0,6,1577,1,312.0,2,140200
995,5,42,42,90.0,3,882.0,5,909,1,294.0,3,116000
996,9,5,4,382.0,5,1838.0,9,1838,2,682.0,5,359900
997,6,33,33,62.0,3,675.0,6,1388,1,317.0,3,157500
998,5,55,17,0.0,5,1617.0,7,1867,1,303.0,3,190000
999,5,86,60,0.0,1,1145.0,5,1301,1,440.0,2,100000
1000,6,46,46,425.0,3,1251.0,6,1251,1,461.0,3,160000
1001,7,8,9,68.0,3,1431.0,6,1444,2,577.0,4,203000
1002,8,20,20,336.0,5,1453.0,9,2810,2,750.0,4,302000
1003,6,30,30,0.0,3,923.0,5,923,2,264.0,3,143000
1004,8,12,11,0.0,3,1028.0,9,2452,2,683.0,4,267000
1005,4,46,46,0.0,3,0.0,8,1224,2,530.0,3,103000
1006,6,12,12,443.0,3,1237.0,5,1337,2,405.0,3,153500
1007,5,35,29,0.0,3,1390.0,6,1701,2,611.0,3,171000
1008,4,86,60,0.0,1,1093.0,9,1669,1,288.0,3,107000
1009,6,42,42,86.0,3,952.0,5,952,1,288.0,3,128500
1010,5,53,53,0.0,3,922.0,5,922,1,308.0,3,116000
1011,5,33,33,0.0,3,1126.0,5,1126,2,484.0,3,160000
1012,8,18,18,0.0,5,1280.0,5,1280,2,506.0,4,180000
1013,5,40,8,32.0,3,914.0,5,914,1,368.0,5,133000
1014,7,13,13,200.0,3,1288.0,8,1368,2,784.0,3,215000
1015,6,68,60,0.0,3,771.0,7,1494,1,213.0,4,177500
1016,8,4,4,248.0,5,1524.0,7,1534,2,484.0,4,215000
1017,5,72,60,0.0,1,952.0,6,1582,2,250.0,3,150000
1018,7,20,20,0.0,3,1673.0,11,3222,3,594.0,4,320000
1019,6,46,46,180.0,3,1516.0,6,1516,1,472.0,3,167000
1020,5,75,60,0.0,1,0.0,6,1032,1,260.0,3,125000
1021,3,61,18,0.0,1,448.0,6,1588,2,0.0,3,65000
1022,7,3,3,0.0,3,1316.0,6,1316,2,440.0,4,200141
1023,7,3,3,0.0,5,1528.0,6,1528,3,480.0,4,235876
1024,5,110,17,0.0,1,760.0,11,2168,2,576.0,4,123000
1025,5,59,59,41.0,3,806.0,7,1422,1,288.0,3,137500
1026,4,16,15,0.0,3,990.0,5,990,1,0.0,3,123600
1027,6,45,45,101.0,3,1088.0,6,1324,2,440.0,3,160000
1028,6,10,10,0.0,3,924.0,7,1690,2,463.0,3,181000
1029,5,55,15,0.0,1,825.0,4,825,1,720.0,3,125000
1030,6,42,42,0.0,3,727.0,8,1556,1,441.0,3,154000
1031,6,17,16,0.0,3,1152.0,7,1797,2,616.0,4,231000
1032,5,42,42,0.0,3,1056.0,6,1056,1,304.0,3,142000
1033,10,118,17,0.0,1,1107.0,12,3608,2,840.0,5,475000
1034,8,5,4,473.0,3,1573.0,5,1778,2,495.0,5,375000
1035,4,39,39,0.0,3,864.0,5,864,1,0.0,3,115000
1036,7,6,5,0.0,5,1221.0,6,1221,2,400.0,4,185000
1037,6,90,15,0.0,1,660.0,4,865,1,216.0,3,108500
1038,7,5,5,0.0,5,600.0,4,1223,2,480.0,4,147400
1039,7,11,11,218.0,5,691.0,6,1452,2,506.0,4,156000
1040,5,95,32,0.0,1,880.0,6,1308,2,400.0,3,120000
1041,7,6,6,0.0,3,384.0,7,1374,2,400.0,4,167000
1042,7,5,4,14.0,3,1346.0,7,1504,2,437.0,4,191000
1043,6,13,13,0.0,3,384.0,7,1384,2,390.0,3,161500
1044,5,55,35,0.0,3,1204.0,7,1411,1,310.0,3,130000
1045,5,47,47,0.0,3,970.0,5,970,1,624.0,3,132500
1046,5,40,40,0.0,3,864.0,5,904,1,912.0,4,144000
1047,5,31,31,0.0,1,0.0,11,2233,2,579.0,3,141000
1048,4,38,4,0.0,3,385.0,5,875,1,728.0,4,117000
1049,6,75,28,0.0,1,520.0,5,754,1,0.0,3,84500
1050,4,56,16,0.0,5,1364.0,6,1663,1,529.0,4,256000
1051,5,45,45,0.0,3,925.0,5,925,1,429.0,3,117500
1052,5,70,60,0.0,3,728.0,7,1308,1,256.0,3,160000
1053,5,54,12,0.0,3,1240.0,6,1375,1,323.0,3,187000
1054,8,7,7,280.0,5,1317.0,7,2385,2,818.0,4,350000
1055,5,36,36,0.0,3,896.0,8,1792,2,480.0,3,133000
1056,8,3,3,554.0,5,2418.0,9,2464,2,650.0,5,417500
1057,7,3,3,130.0,3,1386.0,7,1569,2,660.0,4,175900
1058,9,1,1,242.0,3,1555.0,8,1680,1,1138.0,5,323262
1059,7,7,7,0.0,3,1337.0,6,1337,2,531.0,4,185000
1060,6,76,60,0.0,3,816.0,4,816,1,240.0,3,129800
1061,7,5,5,226.0,5,1541.0,7,1541,2,532.0,4,220000
1062,4,75,15,0.0,1,884.0,6,1573,1,240.0,4,133000
1063,4,61,14,0.0,3,832.0,6,1461,2,384.0,3,133500
1064,6,34,34,0.0,3,1958.0,9,2048,3,776.0,3,170000
1065,6,17,16,0.0,3,903.0,7,1642,2,392.0,3,168000
1066,6,88,16,0.0,1,738.0,6,1470,1,624.0,3,140750
1067,6,11,7,0.0,3,938.0,7,2299,3,482.0,3,204000
1068,7,9,9,180.0,3,884.0,8,2035,2,434.0,4,222500
1069,5,48,48,0.0,3,925.0,6,999,1,300.0,3,134500
1070,8,6,6,0.0,5,1378.0,6,1378,2,540.0,4,214000
1071,5,71,60,0.0,1,793.0,5,1118,1,410.0,3,119900
1072,4,55,55,270.0,1,1440.0,8,1440,2,0.0,2,118000
1073,5,50,8,45.0,3,1010.0,6,1134,1,254.0,3,135000
1074,6,87,10,0.0,1,833.0,8,1848,1,370.0,4,207000
1075,6,85,60,0.0,3,1181.0,7,1694,2,576.0,3,136500
1076,4,56,10,0.0,1,901.0,4,901,1,281.0,3,107900
1077,6,72,60,0.0,1,861.0,6,1409,1,528.0,3,126000
1078,6,50,50,112.0,3,1080.0,7,1656,1,528.0,3,215000
1079,10,3,2,272.0,5,1682.0,9,2332,2,846.0,5,426000
1080,5,60,3,0.0,3,1113.0,5,1113,1,264.0,4,147000
1081,6,94,10,0.0,3,816.0,6,1232,1,440.0,4,147500
1082,9,3,3,480.0,5,1950.0,7,1950,2,706.0,5,383000
1083,7,22,22,102.0,3,1845.0,6,1872,2,604.0,3,241500
1084,6,96,15,0.0,3,676.0,6,1264,1,400.0,3,147500
1085,8,5,5,130.0,5,1168.0,9,2500,3,683.0,5,355000
1086,5,86,60,0.0,1,784.0,5,784,1,0.0,4,109500
1087,2,70,60,0.0,1,0.0,4,612,1,308.0,3,45000
1088,7,70,60,0.0,5,1032.0,10,2403,2,349.0,3,244400
1089,6,57,57,238.0,3,1416.0,7,1644,1,418.0,3,167000
1090,7,8,8,214.0,3,860.0,7,1729,2,542.0,4,200000
1091,5,74,60,0.0,3,830.0,4,879,1,180.0,3,80000
1092,5,55,20,0.0,1,864.0,5,864,1,572.0,3,115000
1093,6,54,54,74.0,3,1196.0,6,1196,1,297.0,3,139000
1094,6,32,32,203.0,3,672.0,6,1400,1,440.0,3,149500
1095,4,70,60,0.0,1,755.0,7,1510,1,296.0,3,108000
1096,4,110,10,0.0,1,0.0,7,1294,2,0.0,3,106250
1097,7,4,4,0.0,3,1240.0,5,1240,2,826.0,4,194000
1098,5,48,48,51.0,3,988.0,6,988,1,624.0,3,129500
1099,5,42,42,0.0,3,1560.0,8,1560,2,792.0,3,126000
1100,5,60,60,0.0,1,1078.0,6,1368,1,195.0,3,120000
1101,7,6,5,109.0,3,1473.0,7,1484,2,606.0,4,213000
1102,8,30,30,0.0,3,1226.0,4,1226,1,484.0,4,190000
1103,6,17,16,112.0,3,1160.0,6,1169,2,402.0,3,183500
1104,7,47,11,364.0,3,725.0,6,1651,2,276.0,3,172000
1105,4,72,52,0.0,1,816.0,3,816,1,288.0,3,100000
1106,7,3,3,212.0,3,1564.0,6,1564,2,814.0,4,218836
1107,6,105,10,0.0,1,482.0,7,1912,2,672.0,3,163000
1108,7,4,4,0.0,3,1510.0,6,1525,2,534.0,4,206580
1109,6,5,4,0.0,3,728.0,8,1456,2,390.0,4,163990
1110,5,100,6,0.0,1,396.0,7,1330,1,390.0,3,116500
1111,7,8,7,0.0,3,840.0,7,1720,2,400.0,4,188000
1112,5,44,44,87.0,3,793.0,6,1280,2,432.0,3,175000
1113,8,22,22,0.0,5,1166.0,5,1179,2,480.0,3,182000
1114,5,84,30,0.0,1,850.0,5,960,1,576.0,3,103000
1115,10,9,8,705.0,5,2633.0,8,2633,2,804.0,5,466500
1116,6,51,12,0.0,3,988.0,6,988,2,297.0,4,149500
1117,7,32,32,0.0,3,1061.0,4,1055,2,319.0,3,142500
1118,5,84,60,0.0,3,1290.0,6,1422,1,352.0,3,136500
1119,6,17,16,0.0,3,630.0,5,1320,2,484.0,3,137000
1120,7,22,22,102.0,3,1675.0,6,1688,2,528.0,5,226500
1121,7,20,20,0.0,3,1300.0,5,1341,1,506.0,4,171500
1122,5,34,34,0.0,3,911.0,6,954,1,576.0,3,132500
1123,3,61,60,340.0,3,0.0,6,1040,2,400.0,3,87500
1124,7,9,9,513.0,5,858.0,7,1789,2,546.0,3,223000
1125,6,48,5,237.0,3,1319.0,7,1537,1,462.0,4,174000
1126,5,59,19,0.0,3,884.0,4,884,1,270.0,3,142000
1127,8,4,4,0.0,5,1489.0,7,1489,2,776.0,4,232600
1128,6,36,11,99.0,3,1040.0,5,1309,1,484.0,4,181000
1129,6,37,37,0.0,1,942.0,10,2521,2,576.0,3,151400
1130,8,4,4,248.0,5,1626.0,7,1634,2,866.0,4,250000
1131,7,22,22,42.0,3,980.0,7,1714,2,496.0,3,196500
1132,7,131,23,0.0,1,819.0,8,2454,2,576.0,3,185000
1133,6,41,41,200.0,3,1216.0,5,1216,1,336.0,3,113000
1134,8,3,3,0.0,5,1419.0,7,1419,2,567.0,4,392000
1135,6,35,35,250.0,1,945.0,4,980,2,0.0,3,127500
1136,6,10,10,216.0,5,756.0,4,1573,2,440.0,4,177000
1137,6,6,6,353.0,5,1158.0,9,2443,2,744.0,4,265000
1138,8,12,12,0.0,5,1220.0,8,2362,2,1105.0,4,312500
1139,10,117,10,0.0,1,1237.0,9,2775,3,880.0,4,325000
1140,8,30,30,115.0,5,2014.0,6,2014,2,864.0,4,275000
1141,7,15,15,290.0,5,1203.0,9,2520,2,721.0,4,290000
1142,6,36,8,250.0,3,1208.0,7,1494,2,461.0,3,169000
1143,5,89,60,0.0,1,616.0,4,616,1,205.0,3,89000
1144,6,12,12,0.0,3,789.0,7,1465,2,393.0,3,180400
1145,8,7,6,296.0,5,3206.0,7,1629,2,880.0,4,284000
1146,5,52,52,1.0,3,912.0,5,912,1,275.0,3,114500
1147,7,5,4,196.0,3,1552.0,7,1552,2,782.0,4,212900
1148,7,9,8,0.0,3,1413.0,6,1430,2,605.0,4,187100
1149,6,11,11,1129.0,5,729.0,5,1458,2,440.0,3,176000
1150,6,42,42,0.0,3,1488.0,7,1488,2,552.0,3,215000
1151,7,6,6,0.0,3,770.0,6,1582,2,520.0,4,185900
1152,4,40,40,0.0,3,864.0,5,864,1,660.0,4,120500
1153,5,5,5,0.0,3,732.0,7,1838,2,372.0,3,192140
1154,5,28,2,0.0,3,816.0,5,816,1,264.0,4,130500
1155,4,65,60,0.0,1,0.0,9,1529,2,240.0,3,98000
1156,9,2,2,554.0,3,2271.0,7,2276,2,1348.0,5,475000
1157,5,90,60,0.0,1,961.0,6,1077,1,338.0,3,67000
1158,8,3,3,300.0,5,1582.0,8,2161,1,789.0,5,325624
1159,7,8,8,0.0,3,1409.0,4,1409,1,576.0,4,245000
1160,5,6,6,0.0,3,1114.0,6,1114,1,576.0,4,159000
1161,5,45,45,168.0,3,1073.0,6,1073,1,515.0,3,156000
1162,10,2,2,200.0,5,3094.0,10,2402,2,672.0,5,555000
1163,6,26,26,0.0,5,1232.0,6,1232,2,516.0,3,162500
1164,6,17,17,0.0,3,1344.0,8,1440,2,920.0,4,224500
1165,6,60,60,44.0,3,1488.0,6,1488,2,738.0,3,133000
1166,7,7,7,0.0,3,783.0,8,1509,2,393.0,4,180000
1167,5,28,5,0.0,3,845.0,6,845,1,264.0,4,134500
1168,10,4,4,1031.0,5,1410.0,10,2945,3,641.0,4,438780
1169,6,48,48,305.0,3,1099.0,6,1431,1,296.0,3,165000
1170,5,43,43,60.0,3,892.0,5,892,1,288.0,3,100000
1171,7,50,50,128.0,3,1329.0,5,1329,1,441.0,3,176000
1172,5,55,36,0.0,3,1763.0,6,1779,1,454.0,3,170000
1173,7,3,3,130.0,3,1373.0,7,1555,2,660.0,4,174000
1174,6,85,60,0.0,1,768.0,6,1236,2,384.0,3,127000
1175,7,11,11,0.0,3,831.0,7,1651,2,450.0,3,185900
1176,5,72,14,0.0,1,190.0,4,886,1,273.0,3,91300
1177,6,7,7,120.0,3,1682.0,7,1700,2,544.0,4,200000
1178,6,61,60,320.0,3,1040.0,7,1846,2,315.0,3,143000
1179,5,52,52,0.0,3,1052.0,8,1920,2,451.0,4,172500
1180,4,47,47,20.0,1,1088.0,4,1088,1,520.0,3,110000
1181,4,53,53,160.0,3,1040.0,6,1362,1,768.0,3,140000
1182,6,4,4,0.0,3,1314.0,6,1314,2,440.0,4,176432
1183,6,19,19,88.0,3,1278.0,6,1294,2,496.0,4,179200
1184,7,5,3,80.0,3,1274.0,6,1274,2,508.0,4,203000
1185,7,3,3,0.0,5,1689.0,7,1689,2,954.0,4,248328
1186,9,2,2,406.0,5,1641.0,7,1641,2,885.0,5,316500
1187,7,62,60,0.0,1,570.0,5,1079,1,249.0,3,125600
1188,5,51,51,164.0,1,984.0,5,984,1,308.0,2,110000
1189,4,90,60,0.0,1,960.0,5,960,1,308.0,2,108500
1190,5,58,58,0.0,1,540.0,4,1044,1,504.0,2,55993
1191,5,62,1,0.0,1,1027.0,7,1633,1,240.0,4,129000
1192,6,23,23,72.0,5,1112.0,5,1137,2,551.0,4,176000
1193,6,47,47,295.0,3,1380.0,6,1380,1,364.0,3,154000
1194,6,24,24,228.0,5,1256.0,6,1256,2,578.0,4,180000
1195,5,34,34,0.0,1,1142.0,6,1142,1,528.0,3,134000
1196,6,60,9,0.0,1,1202.0,7,2158,2,576.0,4,243000
1197,8,8,7,236.0,5,1616.0,9,1629,2,808.0,4,270000
1198,6,27,27,0.0,3,1084.0,5,1080,1,484.0,3,134000
1199,7,17,17,256.0,5,1347.0,9,2646,2,656.0,4,260000
1200,7,4,4,0.0,3,738.0,7,1491,2,484.0,4,168675
1201,6,16,16,32.0,3,392.0,7,1694,2,398.0,3,160000
1202,5,120,14,0.0,1,684.0,5,1080,1,0.0,4,95000
1203,6,5,4,0.0,3,704.0,7,1422,2,440.0,4,173000
1204,7,4,4,0.0,5,1293.0,5,1301,2,572.0,4,187750
